Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,item_retrieved,,,,Item_retreived_values
TXN_8587583,Cake,1,3,3,,,10/1/2023,Cake,,,,Cake
TXN_9265313,Cake,3,3,9,,In-store,10/1/2023,Cake,,,,Cookie
TXN_8379141,Salad,1,5,5,ERROR,In-store,10/1/2023,Salad,,,,Salad
TXN_8811565,Cake,5,3,15,Credit Card,,10/1/2023,Cake,,,,Salad
TXN_1931404,Cake,5,3,15,ERROR,In-store,10/1/2023,Cake,,,,Cake
TXN_2761949,Salad,3,5,15,Credit Card,In-store,10/1/2023,Salad,,,,Cookie
TXN_1910553,Smoothie,5,4,20,Cash,,10/1/2023,Smoothie,,,,Cookie
TXN_9814929,Cake,3,3,9,Digital Wallet,In-store,10/1/2023,Cake,,,,Smoothie
TXN_8261380,Cake,3,3,9,Cash,In-store,10/1/2023,Cake,,,,Salad
TXN_5734442,Cookie,4,1,4,Credit Card,Takeaway,10/1/2023,Cookie,,,,Smoothie
TXN_7030681,Cake,1,3,3,Cash,,10/1/2023,Cake,,,,Cake
TXN_8696857,Coffee,1,2,2,Digital Wallet,Takeaway,10/1/2023,Coffee,,,,Tea
TXN_3398611,Smoothie,5,4,20,Cash,,10/1/2023,Smoothie,,,,Cookie
TXN_3221795,Smoothie,5,4,20,Cash,,10/1/2023,Smoothie,,,,Tea
TXN_5808719,Cake,1,3,3,Cash,In-store,10/1/2023,Cake,,,,Cake
TXN_9407636,Smoothie,4,4,16,Cash,,10/1/2023,Smoothie,,,,Cake
TXN_8833319,Salad,1,5,5,ERROR,Takeaway,10/1/2023,Salad,,,,Tea
TXN_5398134,Coffee,2,2,4,Credit Card,UNKNOWN,10/1/2023,Coffee,,,,Cake
TXN_5992166,Cake,5,3,15,Cash,Takeaway,10/1/2023,Cake,,,,Salad
TXN_8644119,Smoothie,5,4,20,,,10/1/2023,Smoothie,,,,Cake
TXN_9191700,Tea,5,1.5,7.5,,In-store,10/1/2023,Tea,,,,Cake
TXN_9620080,Cake,4,3,12,,Takeaway,10/2/2023,Cake,,,,Smoothie
TXN_8929774,Cake,3,3,9,Cash,,10/2/2023,Cake,,,,Tea
TXN_1158829,Tea,1,1.5,1.5,Credit Card,,10/2/2023,Tea,,,,Smoothie
TXN_5546684,Coffee,1,2,2,Credit Card,In-store,10/2/2023,Coffee,,,,Salad
TXN_6712994,Coffee,3,2,6,Cash,Takeaway,10/2/2023,Coffee,,,,Salad
TXN_6745832,Coffee,2,2,4,Credit Card,UNKNOWN,10/2/2023,Coffee,,,,Cake
TXN_8062897,Smoothie,2,4,8,Digital Wallet,Takeaway,10/2/2023,Smoothie,,,,Smoothie
TXN_2515920,Cake,3,3,9,Cash,In-store,10/2/2023,Cake,,,,Cake
TXN_4477559,Cake,5,3,15,Credit Card,,10/2/2023,Cake,,,,Smoothie
TXN_2981117,Cake,1,3,3,UNKNOWN,In-store,10/2/2023,Cake,,,,Coffee
TXN_4310629,Cake,3,3,9,Credit Card,Takeaway,10/2/2023,Cake,,,,Salad
TXN_1197536,Salad,3,5,15,,Takeaway,10/2/2023,Salad,,,,Smoothie
TXN_3706167,Smoothie,5,4,20,Digital Wallet,Takeaway,10/2/2023,Smoothie,,,,Coffee
TXN_3974663,Cake,3,3,9,Cash,Takeaway,10/2/2023,Cake,,,,Coffee
TXN_6308974,Cookie,4,1,4,ERROR,In-store,10/2/2023,Cookie,,,,Cookie
TXN_9097321,Cake,2,3,6,Credit Card,,10/2/2023,Cake,,,,Smoothie
TXN_2909634,Smoothie,1,4,4,,Takeaway,10/2/2023,Smoothie,,,,Smoothie
TXN_7971660,Cookie,3,1,3,Cash,Takeaway,10/2/2023,Cookie,,,,Smoothie
TXN_8159772,Cake,1,3,3,Credit Card,In-store,10/2/2023,Cake,,,,Tea
TXN_9965686,Cake,4,3,12,Credit Card,Takeaway,10/2/2023,Cake,,,,Tea
TXN_9432758,Cookie,3,1,3,Cash,Takeaway,10/2/2023,Cookie,,,,Salad
TXN_5761414,Smoothie,1,4,4,Digital Wallet,,10/2/2023,Smoothie,,,,Cake
TXN_7768989,Smoothie,2,4,8,Cash,In-store,10/2/2023,Smoothie,,,,Smoothie
TXN_1423173,Smoothie,5,4,20,Credit Card,,10/2/2023,Smoothie,,,,Cookie
TXN_2536021,Cookie,5,1,5,UNKNOWN,Takeaway,10/2/2023,Cookie,,,,Coffee
TXN_7968892,Tea,2,1.5,3,,In-store,10/2/2023,Tea,,,,Coffee
TXN_3068204,Cookie,1,1,1,Credit Card,Takeaway,10/3/2023,Cookie,,,,Cake
TXN_2743397,Cake,2,3,6,Digital Wallet,,10/3/2023,Cake,,,,Cake
TXN_9553579,Cake,2,3,6,Credit Card,In-store,10/3/2023,Cake,,,,Tea
TXN_9124680,Cookie,2,1,2,Cash,Takeaway,10/3/2023,Cookie,,,,Salad
TXN_4643515,Smoothie,1,4,4,Digital Wallet,In-store,10/3/2023,Smoothie,,,,Cake
TXN_1672443,Coffee,1,2,2,Credit Card,Takeaway,10/3/2023,Coffee,,,,Salad
TXN_1351151,Smoothie,1,4,4,Credit Card,,10/3/2023,Smoothie,,,,Salad
TXN_1863866,Smoothie,1,4,4,Cash,,10/3/2023,Smoothie,,,,Cake
TXN_7926510,Salad,4,5,20,Cash,,10/3/2023,Salad,,,,Salad
TXN_8668840,Cake,5,3,15,Digital Wallet,,10/3/2023,Cake,,,,Tea
TXN_5005674,Salad,4,5,20,Credit Card,In-store,10/3/2023,Salad,,,,Cake
TXN_1443201,Cookie,5,1,5,Credit Card,In-store,10/3/2023,Cookie,,,,Smoothie
TXN_9407000,Smoothie,4,4,16,,Takeaway,10/3/2023,Smoothie,,,,Cake
TXN_1205020,Tea,5,1.5,7.5,Cash,,10/3/2023,Tea,,,,Tea
TXN_1449065,Salad,2,5,10,Cash,,10/3/2023,Salad,,,,Salad
TXN_7367134,Smoothie,4,4,16,Digital Wallet,,10/3/2023,Smoothie,,,,Smoothie
TXN_5261036,Cake,5,3,15,Cash,,10/3/2023,Cake,,,,Cake
TXN_5908362,Smoothie,5,4,20,Digital Wallet,,10/3/2023,Smoothie,,,,Cake
TXN_1313701,Cookie,2,1,2,,,10/3/2023,Cookie,,,,Smoothie
TXN_4835929,Coffee,2,2,4,,In-store,10/3/2023,Coffee,,,,Smoothie
TXN_3655322,Cake,3,3,9,Digital Wallet,Takeaway,10/3/2023,Cake,,,,Smoothie
TXN_8237192,Smoothie,3,4,12,,,10/3/2023,Smoothie,,,,Cookie
TXN_7978452,Cake,5,3,15,Digital Wallet,,10/3/2023,Cake,,,,Cake
TXN_9869593,Cake,2,3,6,Digital Wallet,Takeaway,10/3/2023,Cake,,,,Smoothie
TXN_3710523,Smoothie,3,4,12,Digital Wallet,,10/3/2023,Smoothie,,,,Coffee
TXN_5329431,Smoothie,3,4,12,Credit Card,In-store,10/3/2023,Smoothie,,,,Cake
TXN_2256622,Cookie,2,1,2,Cash,In-store,10/4/2023,Cookie,,,,Cake
TXN_4660753,Cake,1,3,3,Credit Card,Takeaway,10/4/2023,Cake,,,,Cake
TXN_9262803,Cake,5,3,15,Digital Wallet,,10/4/2023,Cake,,,,Cake
TXN_2565449,Smoothie,3,4,12,Credit Card,In-store,10/4/2023,Smoothie,,,,Cake
TXN_6315590,Tea,5,1.5,7.5,,In-store,10/4/2023,Tea,,,,Smoothie
TXN_5404249,Smoothie,1,4,4,,ERROR,10/4/2023,Smoothie,,,,Cake
TXN_6369875,Tea,5,1.5,7.5,Cash,,10/4/2023,Tea,,,,Cake
TXN_3539062,Salad,2,5,10,Digital Wallet,In-store,10/4/2023,Salad,,,,Tea
TXN_5774784,Cake,5,3,15,,In-store,10/4/2023,Cake,,,,Cookie
TXN_6817889,Tea,1,1.5,1.5,,,10/4/2023,Tea,,,,Cookie
TXN_2927909,Cake,4,3,12,Credit Card,,10/4/2023,Cake,,,,Cake
TXN_3844347,Smoothie,4,4,16,Cash,,10/4/2023,Smoothie,,,,Salad
TXN_3105786,Smoothie,3,4,12,,In-store,10/4/2023,Smoothie,,,,Smoothie
TXN_3642982,Coffee,5,2,10,Cash,UNKNOWN,10/4/2023,Coffee,,,,Tea
TXN_2346296,Cake,4,3,12,Digital Wallet,,10/4/2023,Cake,,,,Smoothie
TXN_1652596,Smoothie,5,4,20,Digital Wallet,,10/4/2023,Smoothie,,,,Smoothie
TXN_5189465,Cookie,4,1,4,,Takeaway,10/4/2023,Cookie,,,,Salad
TXN_9929732,Smoothie,4,4,16,Credit Card,,10/4/2023,Smoothie,,,,Cake
TXN_7251108,Cake,3,3,9,Credit Card,In-store,10/4/2023,Cake,,,,Coffee
TXN_6763296,Coffee,5,2,10,Cash,,10/4/2023,Coffee,,,,Smoothie
TXN_8942133,Salad,3,5,15,Cash,Takeaway,10/4/2023,Salad,,,,Cake
TXN_4747863,Cookie,2,1,2,Digital Wallet,In-store,10/4/2023,Cookie,,,,Smoothie
TXN_5297299,Coffee,5,2,10,,,10/4/2023,Coffee,,,,Cake
TXN_2057961,Cake,2,3,6,,In-store,10/4/2023,Cake,,,,Cookie
TXN_4554194,Smoothie,3,4,12,Credit Card,Takeaway,10/4/2023,Smoothie,,,,Cookie
TXN_5660244,Cake,5,3,15,Digital Wallet,,10/4/2023,Cake,,,,Cake
TXN_2275799,Smoothie,3,4,12,Digital Wallet,In-store,10/4/2023,Smoothie,,,,Smoothie
TXN_5368297,Smoothie,2,4,8,,Takeaway,10/4/2023,Smoothie,,,,Cake
TXN_1237674,Tea,3,1.5,4.5,Credit Card,UNKNOWN,10/4/2023,Tea,,,,Smoothie
TXN_2681833,Cookie,3,1,3,Digital Wallet,In-store,10/5/2023,Cookie,,,,Coffee
TXN_8386792,Coffee,3,2,6,,In-store,10/5/2023,Coffee,,,,Coffee
TXN_6188394,Cake,5,3,15,Credit Card,In-store,10/5/2023,Cake,,,,Cake
TXN_4356564,Coffee,2,2,4,Credit Card,Takeaway,10/5/2023,Coffee,,,,Salad
TXN_2936975,Tea,1,1.5,1.5,Digital Wallet,Takeaway,10/5/2023,Tea,,,,Tea
TXN_2488232,Tea,2,1.5,3,,,10/5/2023,Tea,,,,Tea
TXN_9175519,Cake,4,3,12,,ERROR,10/5/2023,Cake,,,,Smoothie
TXN_9810868,Cookie,1,1,1,Credit Card,Takeaway,10/5/2023,Cookie,,,,Smoothie
TXN_2703095,Salad,1,5,5,,UNKNOWN,10/5/2023,Salad,,,,Cake
TXN_7072883,Smoothie,1,4,4,Credit Card,,10/5/2023,Smoothie,,,,Cake
TXN_7027560,Tea,5,1.5,7.5,,In-store,10/5/2023,Tea,,,,Cookie
TXN_7876388,Cookie,4,1,4,Cash,In-store,10/5/2023,Cookie,,,,Salad
TXN_8014766,Smoothie,1,4,4,,,10/5/2023,Smoothie,,,,Salad
TXN_1804335,Cake,3,3,9,Credit Card,,10/5/2023,Cake,,,,Coffee
TXN_8885727,Tea,2,1.5,3,Cash,Takeaway,10/5/2023,Tea,,,,Smoothie
TXN_1228888,Cookie,1,1,1,Credit Card,In-store,10/5/2023,Cookie,,,,Smoothie
TXN_2490699,Coffee,1,2,2,Cash,,10/5/2023,Coffee,,,,Cake
TXN_3241510,Tea,5,1.5,7.5,Credit Card,ERROR,10/5/2023,Tea,,,,Salad
TXN_8209124,Coffee,2,2,4,Cash,,10/5/2023,Coffee,,,,Salad
TXN_7167980,Smoothie,3,4,12,ERROR,,10/5/2023,Smoothie,,,,Smoothie
TXN_4433211,Cake,3,3,9,ERROR,Takeaway,10/6/2023,Cake,,,,Tea
TXN_5780931,Tea,4,1.5,6,Digital Wallet,ERROR,10/6/2023,Tea,,,,Smoothie
TXN_3040823,Smoothie,1,4,4,,In-store,10/6/2023,Smoothie,,,,Smoothie
TXN_9036067,Cookie,5,1,5,Credit Card,,10/6/2023,Cookie,,,,Smoothie
TXN_9190969,Coffee,1,2,2,,In-store,10/6/2023,Coffee,,,,Smoothie
TXN_6491662,Coffee,2,2,4,Digital Wallet,Takeaway,10/6/2023,Coffee,,,,Cake
TXN_8510511,Coffee,4,2,8,,,10/6/2023,Coffee,,,,Cake
TXN_4943715,Coffee,5,2,10,Digital Wallet,,10/6/2023,Coffee,,,,Smoothie
TXN_2108125,Coffee,1,2,2,Credit Card,In-store,10/6/2023,Coffee,,,,Cookie
TXN_7551023,Salad,5,5,25,Cash,,10/6/2023,Salad,,,,Cake
TXN_9871971,Smoothie,3,4,12,,Takeaway,10/6/2023,Smoothie,,,,Cake
TXN_3463281,Cake,5,3,15,,Takeaway,10/6/2023,Cake,,,,Salad
TXN_2625464,Smoothie,3,4,12,Credit Card,In-store,10/6/2023,Smoothie,,,,Coffee
TXN_1707251,Smoothie,2,4,8,Digital Wallet,Takeaway,10/6/2023,Smoothie,,,,Cake
TXN_4908458,Tea,4,1.5,6,,,10/6/2023,Tea,,,,Coffee
TXN_1829391,Cake,4,3,12,Credit Card,,10/6/2023,Cake,,,,Cake
TXN_4852852,Smoothie,2,4,8,UNKNOWN,,10/6/2023,Smoothie,,,,Smoothie
TXN_9878237,Cake,1,3,3,Credit Card,,10/6/2023,Cake,,,,Smoothie
TXN_7954368,Cake,3,3,9,Credit Card,,10/6/2023,Cake,,,,Cookie
TXN_2741928,Cake,1,3,3,Digital Wallet,In-store,10/6/2023,Cake,,,,Cake
TXN_5209716,Cookie,5,1,5,Cash,,10/6/2023,Cookie,,,,Tea
TXN_2260070,Salad,1,5,5,Cash,,10/6/2023,Salad,,,,Tea
TXN_3554772,Tea,3,1.5,4.5,Credit Card,,10/6/2023,Tea,,,,Salad
TXN_1740742,Tea,4,1.5,6,Digital Wallet,In-store,10/6/2023,Tea,,,,Tea
TXN_2199236,Smoothie,5,4,20,,Takeaway,10/6/2023,Smoothie,,,,Smoothie
TXN_5896728,Cake,4,3,12,Digital Wallet,Takeaway,10/6/2023,Cake,,,,Tea
TXN_6779377,Smoothie,5,4,20,,In-store,10/6/2023,Smoothie,,,,Cake
TXN_8365857,Smoothie,5,4,20,Digital Wallet,Takeaway,10/6/2023,Smoothie,,,,Tea
TXN_7004303,Smoothie,3,4,12,Cash,In-store,10/6/2023,Smoothie,,,,Salad
TXN_6017034,Cake,4,3,12,UNKNOWN,,10/6/2023,Cake,,,,Tea
TXN_8813311,Cake,5,3,15,,In-store,10/7/2023,Cake,,,,Coffee
TXN_4134253,Tea,4,1.5,6,Cash,In-store,10/7/2023,Tea,,,,Salad
TXN_5813015,Cookie,5,1,5,Digital Wallet,UNKNOWN,10/7/2023,Cookie,,,,Salad
TXN_9907327,Salad,2,5,10,Credit Card,ERROR,10/7/2023,Salad,,,,Cookie
TXN_3790025,Smoothie,1,4,4,Cash,,10/7/2023,Smoothie,,,,Smoothie
TXN_2291079,Coffee,1,2,2,Cash,,10/7/2023,Coffee,,,,Salad
TXN_9867948,Smoothie,2,4,8,Digital Wallet,,10/7/2023,Smoothie,,,,Coffee
TXN_4215488,Salad,5,5,25,,In-store,10/7/2023,Salad,,,,Coffee
TXN_5052998,Cake,3,3,9,Credit Card,,10/7/2023,Cake,,,,Salad
TXN_2008137,Coffee,4,2,8,,ERROR,10/7/2023,Coffee,,,,Coffee
TXN_7218719,Cake,1,3,3,Cash,,10/7/2023,Cake,,,,Cookie
TXN_2134911,Tea,5,1.5,7.5,Digital Wallet,In-store,10/7/2023,Tea,,,,Cookie
TXN_7497565,Cookie,4,1,4,,Takeaway,10/7/2023,Cookie,,,,Cake
TXN_9470260,Coffee,5,2,10,,In-store,10/7/2023,Coffee,,,,Cookie
TXN_1643870,Salad,4,5,20,Digital Wallet,Takeaway,10/7/2023,Salad,,,,Salad
TXN_6879752,Tea,1,1.5,1.5,Digital Wallet,In-store,10/7/2023,Tea,,,,Coffee
TXN_3444569,Smoothie,1,4,4,Credit Card,Takeaway,10/7/2023,Smoothie,,,,Salad
TXN_3894173,Smoothie,5,4,20,Digital Wallet,Takeaway,10/7/2023,Smoothie,,,,Cookie
TXN_4496616,Salad,5,5,25,,Takeaway,10/7/2023,Salad,,,,Cake
TXN_9018195,Cake,5,3,15,Cash,,10/7/2023,Cake,,,,Tea
TXN_7511351,Tea,4,1.5,6,Cash,Takeaway,10/7/2023,Tea,,,,Cookie
TXN_6043396,Smoothie,3,4,12,,In-store,10/7/2023,Smoothie,,,,Cake
TXN_6587151,Smoothie,4,4,16,Credit Card,,10/7/2023,Smoothie,,,,Salad
TXN_8188818,Tea,2,1.5,3,ERROR,,10/7/2023,Tea,,,,Tea
TXN_7480853,Smoothie,2,4,8,Digital Wallet,In-store,10/7/2023,Smoothie,,,,Coffee
TXN_1576076,Coffee,3,2,6,Cash,Takeaway,10/7/2023,Coffee,,,,Cake
TXN_1450705,Cookie,5,1,5,,,10/7/2023,Cookie,,,,Smoothie
TXN_4631228,Cake,1,3,3,Digital Wallet,ERROR,10/7/2023,Cake,,,,Tea
TXN_6738516,Smoothie,5,4,20,Cash,,10/7/2023,Smoothie,,,,Cake
TXN_1911093,Tea,2,1.5,3,Digital Wallet,In-store,10/7/2023,Tea,,,,Tea
TXN_7936851,Smoothie,3,4,12,,,10/7/2023,Smoothie,,,,Salad
TXN_9547091,Cookie,3,1,3,Credit Card,,10/8/2023,Cookie,,,,Cookie
TXN_1259671,Smoothie,3,4,12,Digital Wallet,In-store,10/8/2023,Smoothie,,,,Smoothie
TXN_9263299,Cookie,2,1,2,Credit Card,Takeaway,10/8/2023,Cookie,,,,Coffee
TXN_9212503,Salad,2,5,10,Digital Wallet,Takeaway,10/8/2023,Salad,,,,Cake
TXN_1775884,Cake,4,3,12,Cash,,10/8/2023,Cake,,,,Cookie
TXN_6540946,Cake,4,3,12,Digital Wallet,,10/8/2023,Cake,,,,Smoothie
TXN_8973563,Coffee,1,2,2,,,10/8/2023,Coffee,,,,Coffee
TXN_3471223,Coffee,1,2,2,Digital Wallet,In-store,10/8/2023,Coffee,,,,Tea
TXN_3824443,Smoothie,3,4,12,UNKNOWN,In-store,10/8/2023,Smoothie,,,,Smoothie
TXN_4778105,Cake,4,3,12,Digital Wallet,In-store,10/8/2023,Cake,,,,Smoothie
TXN_5132082,Salad,5,5,25,ERROR,,10/8/2023,Salad,,,,Smoothie
TXN_2145530,Smoothie,3,4,12,Digital Wallet,ERROR,10/8/2023,Smoothie,,,,Salad
TXN_4708410,Cake,4,3,12,Digital Wallet,In-store,10/8/2023,Cake,,,,Cake
TXN_3656884,Coffee,5,2,10,Credit Card,,10/8/2023,Coffee,,,,Tea
TXN_7899761,Cake,2,3,6,UNKNOWN,In-store,10/8/2023,Cake,,,,Cookie
TXN_9697154,Tea,3,1.5,4.5,Credit Card,In-store,10/8/2023,Tea,,,,Salad
TXN_5255092,Smoothie,1,4,4,ERROR,Takeaway,10/8/2023,Smoothie,,,,Cake
TXN_4583957,Cookie,2,1,2,Credit Card,Takeaway,10/8/2023,Cookie,,,,Smoothie
TXN_5942011,Tea,1,1.5,1.5,Cash,,10/8/2023,Tea,,,,Cookie
TXN_8640383,Cake,2,3,6,ERROR,,10/8/2023,Cake,,,,Smoothie
TXN_4296023,Tea,5,1.5,7.5,Digital Wallet,In-store,10/8/2023,Tea,,,,Cake
TXN_5663260,Smoothie,4,4,16,Digital Wallet,,10/8/2023,Smoothie,,,,Cake
TXN_2435025,Cake,1,3,3,Cash,In-store,10/8/2023,Cake,,,,Smoothie
TXN_5100579,Cookie,2,1,2,Cash,Takeaway,10/8/2023,Cookie,,,,Cookie
TXN_2185727,Salad,4,5,20,Digital Wallet,In-store,10/8/2023,Salad,,,,Tea
TXN_8127929,Cookie,5,1,5,Credit Card,Takeaway,10/8/2023,Cookie,,,,Cake
TXN_1049697,Tea,3,1.5,4.5,Cash,In-store,10/8/2023,Tea,,,,Smoothie
TXN_4873173,Coffee,5,2,10,Cash,Takeaway,10/8/2023,Coffee,,,,Smoothie
TXN_2851446,Salad,2,5,10,Credit Card,Takeaway,10/8/2023,Salad,,,,Salad
TXN_7519611,Tea,4,1.5,6,Credit Card,In-store,10/8/2023,Tea,,,,Cake
TXN_4877436,Cake,4,3,12,,,10/8/2023,Cake,,,,Cake
TXN_1697299,Smoothie,3,4,12,Cash,In-store,10/8/2023,Smoothie,,,,Cookie
TXN_4521701,Cake,4,3,12,,In-store,10/8/2023,Cake,,,,Tea
TXN_9147596,Coffee,2,2,4,Digital Wallet,Takeaway,10/8/2023,Coffee,,,,Salad
TXN_1958525,Cookie,3,1,3,,Takeaway,10/8/2023,Cookie,,,,Coffee
TXN_8853997,Smoothie,2,4,8,Digital Wallet,Takeaway,10/9/2023,Smoothie,,,,Salad
TXN_8051289,Cake,1,3,3,,In-store,10/9/2023,Cake,,,,Cake
TXN_6007079,Cookie,2,1,2,Credit Card,In-store,10/9/2023,Cookie,,,,Cake
TXN_1096690,Smoothie,5,4,20,Credit Card,,10/9/2023,Smoothie,,,,Cake
TXN_4369292,Cake,1,3,3,Credit Card,Takeaway,10/9/2023,Cake,,,,Coffee
TXN_3195257,Salad,1,5,5,Cash,,10/9/2023,Salad,,,,Cake
TXN_9667219,Cake,4,3,12,Cash,In-store,10/9/2023,Cake,,,,Smoothie
TXN_7119228,Cake,4,3,12,Digital Wallet,,10/9/2023,Cake,,,,Smoothie
TXN_6575599,Coffee,5,2,10,Digital Wallet,Takeaway,10/9/2023,Coffee,,,,Cake
TXN_2864951,Tea,5,1.5,7.5,Credit Card,Takeaway,10/9/2023,Tea,,,,Tea
TXN_3986639,Salad,1,5,5,Credit Card,In-store,10/9/2023,Salad,,,,Cake
TXN_9531434,Cookie,1,1,1,Credit Card,Takeaway,10/9/2023,Cookie,,,,Cake
TXN_8258400,Salad,5,5,25,UNKNOWN,,10/9/2023,Salad,,,,Cake
TXN_7476348,Coffee,2,2,4,ERROR,In-store,10/9/2023,Coffee,,,,Cookie
TXN_8167311,Salad,1,5,5,UNKNOWN,Takeaway,10/9/2023,Salad,,,,Tea
TXN_9775984,Cake,2,3,6,Credit Card,In-store,10/9/2023,Cake,,,,Cake
TXN_8978924,Salad,5,5,25,Cash,ERROR,10/9/2023,Salad,,,,Smoothie
TXN_7645250,Cake,2,3,6,,,10/9/2023,Cake,,,,Cake
TXN_5157516,Salad,3,5,15,,In-store,10/9/2023,Salad,,,,Coffee
TXN_2323650,Tea,4,1.5,6,Digital Wallet,,10/9/2023,Tea,,,,Tea
TXN_9406938,Salad,1,5,5,ERROR,,10/9/2023,Salad,,,,Tea
TXN_8018572,Cookie,5,1,5,,In-store,10/9/2023,Cookie,,,,Coffee
TXN_2214698,Salad,4,5,20,Credit Card,,10/10/2023,Salad,,,,Cake
TXN_4206256,Smoothie,3,4,12,,ERROR,10/10/2023,Smoothie,,,,Cake
TXN_1346936,Cookie,5,1,5,ERROR,,10/10/2023,Cookie,,,,Coffee
TXN_9678108,Salad,3,5,15,ERROR,Takeaway,10/10/2023,Salad,,,,Cake
TXN_8631468,Cake,1,3,3,Credit Card,In-store,10/10/2023,Cake,,,,Smoothie
TXN_4563646,Cake,5,3,15,Cash,Takeaway,10/10/2023,Cake,,,,Cookie
TXN_1653570,Coffee,5,2,10,UNKNOWN,Takeaway,10/10/2023,Coffee,,,,Cookie
TXN_2897468,Salad,2,5,10,Cash,,10/10/2023,Salad,,,,Cake
TXN_7909509,Smoothie,3,4,12,,Takeaway,10/10/2023,Smoothie,,,,Salad
TXN_9367729,Coffee,2,2,4,,Takeaway,10/10/2023,Coffee,,,,Cake
TXN_3938018,Coffee,4,2,8,,Takeaway,10/10/2023,Coffee,,,,Tea
TXN_4311086,Cake,4,3,12,ERROR,In-store,10/10/2023,Cake,,,,Cookie
TXN_9723314,Coffee,4,2,8,Cash,In-store,10/10/2023,Coffee,,,,Cake
TXN_9603773,Cookie,2,1,2,Credit Card,,10/10/2023,Cookie,,,,Coffee
TXN_5036614,Smoothie,4,4,16,Digital Wallet,In-store,10/10/2023,Smoothie,,,,Smoothie
TXN_9626624,Smoothie,3,4,12,Cash,In-store,10/10/2023,Smoothie,,,,Salad
TXN_2564718,Salad,5,5,25,,Takeaway,10/10/2023,Salad,,,,Smoothie
TXN_1048616,Tea,1,1.5,1.5,Cash,,10/10/2023,Tea,,,,Salad
TXN_4366417,Smoothie,3,4,12,,Takeaway,10/10/2023,Smoothie,,,,Cake
TXN_2667131,Smoothie,2,4,8,Credit Card,Takeaway,10/10/2023,Smoothie,,,,Coffee
TXN_8020606,Cake,4,3,12,,Takeaway,10/10/2023,Cake,,,,Cake
TXN_3543930,Cake,2,3,6,Credit Card,Takeaway,10/10/2023,Cake,,,,Cake
TXN_7791428,Smoothie,5,4,20,Digital Wallet,Takeaway,10/10/2023,Smoothie,,,,Smoothie
TXN_5968921,Salad,5,5,25,Credit Card,Takeaway,10/10/2023,Salad,,,,Tea
TXN_1222338,Cookie,1,1,1,,In-store,10/11/2023,Cookie,,,,Smoothie
TXN_8699110,Salad,3,5,15,,Takeaway,10/11/2023,Salad,,,,Smoothie
TXN_1646009,Salad,4,5,20,Credit Card,,10/11/2023,Salad,,,,Coffee
TXN_6928137,Cake,3,3,9,Digital Wallet,In-store,10/11/2023,Cake,,,,Cookie
TXN_4896948,Cake,4,3,12,UNKNOWN,,10/11/2023,Cake,,,,Smoothie
TXN_5470087,Salad,2,5,10,,Takeaway,10/11/2023,Salad,,,,Cake
TXN_3443235,Smoothie,5,4,20,,UNKNOWN,10/11/2023,Smoothie,,,,Coffee
TXN_7145672,Smoothie,1,4,4,Credit Card,,10/11/2023,Smoothie,,,,Smoothie
TXN_8878830,Coffee,4,2,8,Credit Card,Takeaway,10/11/2023,Coffee,,,,Cake
TXN_4243591,Cake,4,3,12,Credit Card,In-store,10/11/2023,Cake,,,,Tea
TXN_3423451,Salad,4,5,20,Cash,ERROR,10/11/2023,Salad,,,,Salad
TXN_4567429,Tea,3,1.5,4.5,Cash,,10/11/2023,Tea,,,,Cake
TXN_2464879,Cake,2,3,6,Credit Card,,10/11/2023,Cake,,,,Tea
TXN_2258091,Cake,2,3,6,,In-store,10/11/2023,Cake,,,,Cookie
TXN_2513558,Cake,4,3,12,,,10/11/2023,Cake,,,,Coffee
TXN_7402846,Cake,2,3,6,Credit Card,Takeaway,10/11/2023,Cake,,,,Smoothie
TXN_4092551,Cake,5,3,15,Credit Card,Takeaway,10/11/2023,Cake,,,,Tea
TXN_2953908,Coffee,5,2,10,Credit Card,In-store,10/11/2023,Coffee,,,,Cake
TXN_6235329,Salad,2,5,10,Digital Wallet,In-store,10/11/2023,Salad,,,,Tea
TXN_9537106,Smoothie,3,4,12,,,10/11/2023,Smoothie,,,,Smoothie
TXN_5727550,Coffee,3,2,6,Digital Wallet,,10/11/2023,Coffee,,,,Cake
TXN_7221126,Tea,5,1.5,7.5,Digital Wallet,In-store,10/11/2023,Tea,,,,Cake
TXN_2084232,Tea,4,1.5,6,Digital Wallet,Takeaway,10/11/2023,Tea,,,,Smoothie
TXN_2020318,Tea,3,1.5,4.5,Digital Wallet,In-store,10/12/2023,Tea,,,,Salad
TXN_6467618,Tea,3,1.5,4.5,,Takeaway,10/12/2023,Tea,,,,Cake
TXN_4639621,Coffee,2,2,4,,In-store,10/12/2023,Coffee,,,,Cake
TXN_6778177,Cookie,4,1,4,,Takeaway,10/12/2023,Cookie,,,,Cookie
TXN_4462052,Cookie,1,1,1,Cash,In-store,10/12/2023,Cookie,,,,Cake
TXN_1203191,Coffee,5,2,10,ERROR,In-store,10/12/2023,Coffee,,,,Cake
TXN_9507568,Smoothie,4,4,16,Credit Card,,10/12/2023,Smoothie,,,,Smoothie
TXN_8397209,Tea,3,1.5,4.5,Cash,In-store,10/12/2023,Tea,,,,Coffee
TXN_4890770,Coffee,4,2,8,,Takeaway,10/12/2023,Coffee,,,,Cake
